AC	ENSEMBL
P05543	ENST00000327674
P05546	ENST00000215727
P05554	ENSRNOT00000014517
P05556	ENST00000302278
P05622	ENSMUST00000249931
P05625	ENSGALT00010067703
P05627	ENSMUST00000107094
P05630	ENSBTAT00000000721
P05696	ENSRNOT00000100596
P05710	ENSRNOT00000080786
P05714	ENSRNOT00000049337
P05770	ENSPANT00000044903
P05771	ENST00000321728
P05783	ENST00000388835
P05784	ENSMUST00000023803
P05787	ENST00000293308
P05811	ENSMAUT00000024372
P05813	ENST00000225387
P05814	ENST00000353151
P05937	ENST00000265431
P05942	ENSRNOT00000015958
P05943	ENSRNOT00000120014
P05964	ENSRNOT00000015612
P05976	ENST00000352451
P05980	ENSBTAT00000024086
P05981	ENST00000262626
P05982	ENSRNOT00055035578
P05997	ENST00000374866
P06028	ENST00000502664
P06126	ENST00000289429
P06127	ENST00000347785
P06132	ENST00000246337
P06133	ENST00000305107
P06151	ENSMUST00000005051
P06186	ENSOCUT00000014695
P06199	ENSSSCT00005029987
P06213	ENST00000302850
P06214	ENSRNOT00000020625
P06238	ENSRNOT00000019346
P06239	ENST00000336890
P06240	ENSMUST00000067240
P06241	ENST00000354650
P06276	ENST00000264381
P06280	ENST00000218516
P06281	ENSMUST00000094556
P06296	ENSSSCT00000006811
P06302	ENSRNOT00000108532
P06307	ENST00000334681
P06312	ENST00000390243
P06332	ENSMUST00000024044
P06339	ENSMUST00000102678
P06340	ENST00000229829
P06349	ENSRNOT00055008835
P06350	ENSOMYT00000153437
P06396	ENST00000373818
P06400	ENST00000267163
P06401	ENST00000325455
P06454	ENST00000341369
P06493	ENST00000395284
P06537	ENSMUST00000025300
P06576	ENST00000262030
P06583	ENSCAFT00805020676
P06596	ENSCAFT00000016284
P06624	ENSBTAT00000013360
P06681	ENST00000299367
P06683	ENSMUST00000022749
P06684	ENSMUST00000028233
P06685	ENSRNOT00000040430
P06686	ENSRNOT00000058143
P06702	ENST00000368738
P06703	ENST00000368719
P06727	ENST00000357780
P06728	ENSMUST00000034585
P06729	ENST00000369478
P06730	ENST00000450253
P06731	ENST00000221992
P06732	ENST00000221476
P06733	ENST00000234590
P06734	ENST00000346664
P06737	ENST00000216392
P06744	ENST00000356487
P06745	ENSMUST00000038027
P06746	ENST00000265421
P06748	ENST00000296930
P06753	ENST00000651641
P06756	ENST00000261023
P06757	ENSRNOT00000085067
P06762	ENSRNOT00055037437
P06765	ENSRNOT00000033406
P06766	ENSRNOT00000026039
P06767	ENSRNOT00000150025
P06768	ENSRNOT00055029721
P06795	ENSMUST00000009058
P06797	ENSMUST00000021933
P06800	ENSMUST00000183301
P06801	ENSMUST00000034989
P06803	ENSMUST00000024811
P06804	ENSMUST00000025263
P06836	ENSBTAT00000097552
P06837	ENSMUST00000102817
P06850	ENST00000276571
P06857	ENSCAFT00000018834
P06858	ENST00000650287
P06865	ENST00000268097
P06866	ENSRNOT00000118054
P06869	ENSMUST00000022368
P06870	ENST00000301420
P06876	ENSMUST00000020158
P06879	ENSMUST00000224228
P06880	ENSMUST00000103071
P06899	ENST00000339812
P06909	ENSMUST00000066859
P07091	ENSMUST00000001046
P07093	ENST00000258405
P07098	ENST00000238983
P07099	ENST00000272167
P07101	ENST00000381178
P07107	ENSBTAT00000012523
P07108	ENST00000355857
P07141	ENSMUST00000014743
P07146	ENSMUST00000070380
P07147	ENSMUST00000006151
P07148	ENST00000295834
P07150	ENSRNOT00055017732
P07151	ENSRNOT00000023017
P07154	ENSRNOT00000111570
P07171	ENSRNOT00000010845
P07195	ENST00000350669
P07196	ENST00000610854
P07197	ENST00000221166
P07199	ENST00000379751
P07200	ENSSSCT00000036469
P07202	ENST00000329066
P07204	ENST00000377103
P07205	ENST00000304801
P07214	ENSMUST00000018737
P07225	ENST00000348974
P07237	ENST00000331483
P07288	ENST00000326003
P07305	ENST00000340857
P07306	ENST00000269299
P07307	ENST00000355035
P07308	ENSRNOT00000018447
P07309	ENSMUST00000075312
P07314	ENSRNOT00000074533
P07315	ENST00000282141
P07320	ENST00000264376
P07321	ENSMUST00000031723
P07323	ENSRNOT00000005601
P07327	ENST00000209668
P07332	ENST00000328850
P07333	ENST00000286301
P07339	ENST00000236671
P07340	ENSRNOT00000003932
P07341	ENSGALT00010013368
P07353	ENSBTAT00000016634
P07355	ENST00000396024
P07356	ENSMUST00000034756
P07357	ENST00000361249
P07358	ENST00000371237
P07359	ENST00000329125
P07360	ENST00000371634
P07379	ENSRNOT00055001468
P07384	ENST00000279247
P07437	ENST00000327892
P07438	ENST00000334346
P07451	ENST00000285381
P07456	ENSBTAT00000017372
P07470	ENSBTAT00085010730
P07471	ENSBTAT00000026002
P07476	ENST00000368764
P07477	ENST00000311737
P07478	ENST00000539842
P07483	ENSRNOT00000017325
P07490	ENSRNOT00000139957
P07492	ENST00000256857
P07498	ENST00000304954
P07499	ENSCAFT00000026190
P07501	ENSBTAT00000008819
P07510	ENST00000651502
P07511	ENSOCUT00000030926
P07516	ENSBTAT00000081120
P07550	ENST00000305988
P07583	ENSGALT00010026192
P07585	ENST00000052754
P07602	ENST00000394936
P07607	ENSMUST00000026846
P07628	ENSMUST00000072204
P07630	ENSGALT00010032073
P07632	ENSRNOT00000002885
P07634	ENSSSCT00000003809
P07647	ENSRNOT00000025723
P07686	ENST00000261416
P07687	ENSRNOT00000004780
P07688	ENSBTAT00000036795
P07711	ENST00000340342
P07722	ENSRNOT00000028544
P07724	ENSMUST00000031314
P07725	ENSRNOT00000161718
P07737	ENST00000225655
P07738	ENST00000344924
P07741	ENST00000378364
P07742	ENSMUST00000033283
P07744	ENSMUST00000023797
P07750	ENSMUST00000000889
P07756	ENSRNOT00055017561
P07758	ENSMUST00000085056
P07766	ENST00000361763
P07808	ENSRNOT00000074351
P07812	ENSGALT00010019535
P07814	ENST00000366923
P07858	ENST00000345125
P07861	ENSRNOT00000042576
P07864	ENST00000280704
P07871	ENSRNOT00000106186
P07872	ENSRNOT00000042372
P07895	ENSRNOT00000159926
P07896	ENSRNOT00000002410
P07900	ENST00000216281
P07901	ENSMUST00000021698
P07902	ENST00000378842
P07903	ENSMUST00000003645
P07910	ENST00000420743
P07911	ENST00000396138
P07919	ENST00000311672
P07934	ENSMUST00000026617
P07936	ENSRNOT00000002091
P07942	ENST00000222399
P07947	ENST00000314574
P07948	ENST00000519728
P07949	ENST00000355710
P07951	ENST00000645482
P07952	ENSOCUT00000003140
P07953	ENSRNOT00000174108
P07954	ENST00000366560
P07978	ENSMUST00000037996
P07988	ENST00000393822
P07992	ENST00000300853
P07994	ENSBTAT00000013154
P07995	ENSBTAT00000090450
P07996	ENST00000260356
P07998	ENST00000340900
P08009	ENSRNOT00000025689
P08010	ENSRNOT00055036692
P08011	ENSRNOT00000010579
P08030	ENSMUST00000006764
P08032	ENSMUST00000027817
P08033	ENSRNOT00000095443
P08034	ENST00000361726
P08037	ENSBTAT00000020286
P08046	ENSMUST00000064795
P08047	ENST00000327443
P08048	ENST00000155093
P08050	ENSRNOT00000001054
P08059	ENSSSCT00000003175
P08069	ENST00000650285
P08071	ENSMUST00000035077
P08074	ENSMUST00000026148
P08081	ENSRNOT00000019737
P08082	ENSRNOT00000023651
P08100	ENST00000296271
P08103	ENSMUST00000003370
P08113	ENSMUST00000020238
P08118	ENST00000582163
P08121	ENSMUST00000087883
P08122	ENSMUST00000033899
P08123	ENST00000297268
P08132	ENSSSCT00015070189
P08133	ENST00000354546
P08134	ENST00000285735
P08138	ENST00000172229
P08151	ENST00000228682
P08152	ENSMUST00000048289
P08166	ENSBTAT00000141382
P08168	ENSBTAT00000028633
P08172	ENST00000320658
P08173	ENST00000433765
P08174	ENST00000367064
P08183	ENST00000265724
P08185	ENST00000341584
P08195	ENST00000338663
P08207	ENSMUST00000045756
P08217	ENST00000359621
P08218	ENST00000375910
P08219	ENSBTAT00000009483
P08220	ENSBTAT00000023711
P08226	ENSMUST00000003066
P08228	ENSMUST00000023707
P08235	ENST00000344721
P08236	ENST00000304895
P08237	ENST00000312352
P08238	ENST00000353801
P08239	ENSBTAT00000033660
P08240	ENST00000332118
P08243	ENST00000175506
P08246	ENST00000263621
P08247	ENST00000263233
P08249	ENSMUST00000019323
P08250	ENSGALT00010060476
P08253	ENST00000219070
P08254	ENST00000299855
P08263	ENST00000334575
P08289	ENSRNOT00000019004
P08290	ENSRNOT00000065370
P08294	ENST00000382120
P08311	ENST00000216336
P08317	ENSGALT00010012069
P08319	ENST00000265512
P08397	ENST00000652429
P08419	ENSSSCT00000003844
P08422	ENSXETT00000002492
P08424	ENSRNOT00000003951
P08461	ENSRNOT00000148798
P08473	ENST00000360490
P08476	ENST00000242208
P08482	ENSRNOT00000136918
P08483	ENSRNOT00000075651
P08493	ENST00000539261
P08503	ENSRNOT00055049201
P08505	ENSMUST00000026845
P08514	ENST00000262407
P08516	ENSRNOT00000012888
P08519	ENST00000316300
P08523	ENSRNOT00055052644
P08551	ENSMUST00000022639
P08559	ENST00000422285
P08567	ENST00000234313
P08571	ENST00000302014
P08572	ENST00000360467
P08574	ENST00000318911
P08575	ENST00000442510
P08579	ENST00000246071
P08581	ENST00000397752
P08582	ENST00000296350
P08588	ENST00000369295
P08590	ENST00000292327
P08592	ENSRNOT00000164631
P08607	ENSMUST00000027657
P08620	ENST00000168712
P08621	ENST00000598441
P08631	ENST00000375852
P08635	ENSRNOT00000022043
P08637	ENST00000367967
P08642	ENSGALT00010062441
P08644	ENSRNOT00000155911
P08648	ENST00000293379
P08649	ENSRNOT00055010793
P08651	ENST00000443272
P08661	ENSRNOT00000050984
P08670	ENST00000224237
P08680	ENSMUST00000066337
P08683	ENSRNOT00000132305
P08684	ENST00000651514
P08686	ENST00000383322
P08697	ENST00000324015
P08700	ENST00000296870
P08708	ENST00000617731
P08709	ENST00000375581
P08721	ENSRNOT00000067875
P08727	ENST00000361566
P08729	ENST00000331817
P08730	ENSMUST00000007275
P08733	ENSRNOT00055022880
P08752	ENSMUST00000055704
P08753	ENSRNOT00055035657
P08754	ENST00000369851
P08758	ENST00000296511
P08760	ENSBTAT00000141734
P08775	ENSMUST00000058470
P08779	ENST00000301653
P08833	ENST00000275525
P08861	ENST00000337107
P08865	ENST00000301821
P08882	ENSMUST00000015585
P08883	ENSMUST00000022757
P08884	ENSMUST00000089549
P08887	ENST00000368485
P08904	ENSBTAT00000011585
P08905	ENSMUST00000092163
P08908	ENST00000323865
P08909	ENSRNOT00000065293
P08910	ENST00000352732
P08911	ENSRNOT00000008387
P08912	ENST00000383263
P08913	ENST00000280155
P08920	ENSMUST00000029456
P08921	ENSRNOT00000021268
P08922	ENST00000368508
P08923	ENSMUST00000028759
P08932	ENSRNOT00000084867
P08949	ENST00000360476
P08962	ENST00000257857
P08989	ENSCAFT00000000157
P08998	ENSGALT00010057492
P08F94	ENST00000371117
P09006	ENSRNOT00055054855
P09011	ENSRNOT00000004223
P09012	ENST00000243563
P09015	ENSDART00000031700
P09016	ENST00000306324
P09017	ENST00000303406
P09021	ENSMUST00000048794
P09024	ENSMUST00000049352
P09025	ENSMUST00000001703
P09026	ENSMUST00000055334
P09027	ENSMUST00000047830
P09034	ENSRNOT00000093365
P09036	ENSMUST00000025381
P09038	ENST00000264498
P09041	ENSMUST00000033585
P09055	ENSMUST00000090006
P09056	ENSMUST00000066283
P09057	ENSRNOT00000007259
P09065	ENSMUST00000079721
P09066	ENSMUST00000036177
P09067	ENST00000239151
P09079	ENSMUST00000049272
P09084	ENSMUST00000109968
P09086	ENST00000526816
P09103	ENSMUST00000026122
P09104	ENST00000229277
P09110	ENST00000333167
P09117	ENSRNOT00000015535
P09118	ENSRNOT00000164743
P09132	ENST00000505459
P09139	ENSRNOT00000029127
P09172	ENST00000393056
P09174	ENSMUST00000026452
P09210	ENST00000493422
P09211	ENST00000398606
P09217	ENSRNOT00000021285
P09225	ENSMUST00000025266
P09228	ENST00000304725
P09234	ENST00000244520
P09237	ENST00000260227
P09238	ENST00000279441
P09240	ENSMUST00000035120
P09242	ENSMUST00000030551
P09324	ENSGALT00010008965
P09326	ENST00000368046
P09327	ENST00000248444
P09341	ENST00000395761
P09382	ENST00000215909
P09405	ENSMUST00000027438
P09411	ENSMUST00000081593
P09414	ENSRNOT00000086628
P09416	ENSRNOT00000006188
P09417	ENST00000281243
P09429	ENST00000339872
P09430	ENST00000236979
P09450	ENSMUST00000064922
P09455	ENST00000619087
P09466	ENST00000277508
P09467	ENST00000375326
P09470	ENSMUST00000001963
P09471	ENST00000262493
P09481	ENSGALT00010058951
P09484	ENSGALT00010067657
P09486	ENST00000231061
P09487	ENSBTAT00000011783
P09488	ENST00000309851
P09493	ENST00000403994
P09495	ENSRNOT00000115801
P09496	ENST00000242285
P09497	ENST00000310418
P09527	ENSRNOT00000016432
P09528	ENSMUST00000025563
P09529	ENST00000295228
P09535	ENSMUST00000000033
P09542	ENSMUST00000079784
P09543	ENST00000393892
P09544	ENST00000265441
P09558	ENSSSCT00065037539
P09564	ENST00000312648
P09581	ENSMUST00000025523
P09601	ENST00000216117
P09602	ENSMUST00000075602
P09603	ENST00000329608
P09606	ENSRNOT00055031714
P09619	ENST00000261799
P09622	ENST00000205402
P09629	ENST00000239165
P09631	ENSMUST00000048680
P09632	ENSMUST00000052650
P09633	ENSMUST00000001706
P09651	ENST00000340913
P09655	ENSRNOT00000095851
P09660	ENSRNOT00055051915
P09661	ENST00000254193
P09668	ENST00000220166
P09669	ENST00000297564
P09670	ENSOART00000004690
P09671	ENSMUST00000007012
P09681	ENST00000357424
P09683	ENST00000176195
P09690	ENSMUST00000045971
P09693	ENST00000532917
P09758	ENST00000371225
P09759	ENSRNOT00000010634
P09760	ENSRNOT00000097737
P09769	ENST00000374003
P09810	ENSRNOT00000056109
P09811	ENSRNOT00000009183
P09813	ENSMUST00000005824
P09838	ENSMUST00000112200
P09848	ENST00000264162
P09849	ENSOCUT00000031459
P09867	ENSBTAT00085079396
P09871	ENST00000328916
P09874	ENST00000366794
P09875	ENSRNOT00000139046
P09884	ENST00000379059
P09895	ENSRNOT00000030428
P09912	ENST00000361157
P09913	ENST00000371826
P09914	ENST00000371804
P09916	ENSRNOT00000010443
P09917	ENST00000374391
P09919	ENST00000225474
P09920	ENSMUST00000038886
P09923	ENST00000295463
P09936	ENST00000284440
P09951	ENSRNOT00000014250
P09958	ENST00000268171
P09960	ENST00000228740
P09972	ENST00000226253
P0C024	ENST00000268533
P0C027	ENSMUST00000103006
P0C028	ENSMUST00000103006
P0C090	ENSMUST00000100143
P0C0A3	ENSMUST00000026434
P0C0A9	ENSRNOT00000056024
P0C0E4	ENST00000218249
P0C0K5	ENSRNOT00000048485
P0C0L4	ENST00000428956
P0C0L5	ENST00000375177
P0C0R5	ENSRNOT00000018654
P0C0S4	ENSBTAT00085077304
P0C0S5	ENST00000296417
P0C0S6	ENSMUST00000041045
P0C0S7	ENSRNOT00055018174
P0C0S8	ENST00000358739
P0C0S9	ENSBTAT00000122325
P0C0T0	ENSRNOT00000003412
P0C170	ENSRNOT00000104913
P0C191	ENSMUST00000206928
P0C192	ENSMUST00000058667
P0C1G9	ENSRNOT00055009669
P0C1H3	ENSGALT00010028687
P0C1H4	ENSGALT00010034597
P0C1H5	ENSGALT00010034639
P0C1Q2	ENSMUST00000099992
P0C1S8	ENST00000397541
P0C1T1	ENSMUST00000100523
P0C1Z6	ENST00000391759
P0C242	ENSMUST00000038404
P0C264	ENST00000612221
P0C2N5	ENSRNOT00000022486
P0C2N6	ENSRNOT00000023744
P0C2W1	ENST00000311630
P0C588	ENSRNOT00000021434
P0C5E4	ENSMUST00000050702
P0C5H6	ENSRNOT00000010930
P0C5X8	ENSRNOT00000068459
P0C5Y8	ENSRNOT00000088729
P0C5Y9	ENST00000620016
P0C5Z0	ENST00000354514
P0C605	ENSMUST00000065067
P0C606	ENSRNOT00000135316
P0C627	ENSRNOT00000134761
P0C673	ENSMUST00000023478
P0C6F1	ENSMUST00000035539
P0C6P7	ENSRNOT00000009368
P0C6T2	ENST00000429985
P0C6T3	ENSRNOT00055026733
P0C7A3	ENSMUST00000095345
P0C7J6	ENSRNOT00000057073
P0C7P0	ENST00000613478
P0C7P3	ENST00000415846
P0C7Q4	ENSBTAT00000011395
P0C7T5	ENST00000427980
P0C7T6	ENSMUST00000093162
P0C7U0	ENST00000424383
P0C7W6	ENST00000333254
P0C7X2	ENST00000223459
P0C869	ENST00000452633
P0C870	ENST00000397299
P0C8E4	ENSRNOT00000007654
P0CAP1	ENST00000267853
P0CAP2	ENST00000299638
P0CAX5	ENSRNOT00000034772
P0CB42	ENSMUST00000162961
P0CB47	ENST00000530464
P0CC10	ENSRNOT00000026259
P0CE46	ENSRNOT00000006410
P0CG08	ENST00000314163
P0CG20	ENST00000409413
P0CG30	ENST00000290765
P0CG37	ENST00000259216
P0CG47	ENST00000302182
P0CG48	ENST00000339647
P0CG49	ENSMUST00000019649
P0CG50	ENSMUST00000136312
P0CG51	ENSRNOT00000117146
P0CG53	ENSBTAT00000022919
P0CH95	ENSDART00000026314
P0CI65	ENSDART00000110629
P0CI71	ENSRNOT00000024536
P0CL69	ENSMUST00000154256
P0CW18	ENST00000617714
P0CW70	ENSMUST00000133010
P0DI81	ENST00000359680
P0DI82	ENST00000543226
P0DJD3	ENST00000382707
P0DJD7	ENST00000378149
P0DJD8	ENST00000325558
P0DJD9	ENST00000312403
P0DJF3	ENSMUST00000178597
P0DJG0	ENSPTRT00000008023
P0DJG1	ENSPPYT00000004648
P0DJI6	ENSMUST00000159364
P0DJI8	ENST00000356524
P0DJI9	ENST00000256733
P0DJJ0	ENST00000367123
P0DJJ3	ENSRNOT00055012020
P0DKW5	ENSANAT00000039376
P0DM40	ENSMUST00000179162
P0DM64	ENSDART00000168266
P0DM65	ENSMUST00000201297
P0DM91	ENSPPAT00000030187
P0DMA9	ENSPCTT00005028759
P0DMC1	ENSTSYT00000028266
P0DMC2	ENSDART00000148219
P0DMC3	ENST00000507152
P0DMC4	ENSMUST00000124790
P0DME0	ENST00000596516
P0DML2	ENST00000316193
P0DML3	ENST00000392886
P0DMM0	ENSPCTT00005028741
P0DMM1	ENSTTRT00000008708
P0DMM9	ENST00000338971
P0DMN0	ENST00000360423
P0DMN7	ENSMUST00000099945
P0DMP9	ENSPTIT00000004544
P0DMS2	ENSCLAT00000017002
P0DMS3	ENSJJAT00000016478
P0DMS5	ENSODET00000012307
P0DMS9	ENST00000369717
P0DMV5	ENSGFOT00000000665
P0DMV8	ENST00000375651
P0DMV9	ENST00000375650
P0DMW0	ENSRNOT00000049667
P0DMW1	ENSRNOT00000049667
P0DMW2	ENST00000434992
P0DN41	ENSBGRT00000045611
P0DN83	ENSMUST00000192926
P0DN84	ENST00000489090
P0DN86	ENST00000301408
P0DO94	ENSMNET00000042220
P0DO95	ENSRROT00000034492
P0DOV1	ENSMUST00000009340
P0DOV2	ENSMUST00000111214
P0DOY1	ENSMUST00000119996
P0DOY2	ENST00000390323
P0DOY3	ENST00000390325
P0DP23	ENST00000356978
P0DP24	ENST00000272298
P0DP25	ENST00000291295
P0DP26	ENSMUST00000019514
P0DP27	ENSMUST00000019514
P0DP28	ENSMUST00000019514
P0DP29	ENSRNOT00000118114
P0DP30	ENSRNOT00000118114
P0DP31	ENSRNOT00000118114
P0DP57	ENST00000317543
P0DP58	ENST00000614491
P0DP60	ENSMUST00000023259
P0DP76	ENSRNOT00000107155
P0DP84	ENSCSAT00000000691
P0DP99	ENSMUST00000152147
P0DPB3	ENST00000638749
P0DPB4	ENSMUST00000029346
P0DPD6	ENST00000357474
P0DPD9	ENSMUST00000079600
P0DPH7	ENST00000400113
P0DPH8	ENST00000321253
P0DPK2	ENST00000598383
P0DPK3	ENST00000850899
P0DPK4	ENST00000650865
P0DPK5	ENST00000600799
P0DPR2	ENSXETT00000101156
P0DSP1	ENSRNOT00000095508
P0DTA4	ENSSSCT00055045036
P0DTE4	ENST00000286604
P0DTE5	ENST00000604629
P0DTE7	ENST00000330330
P0DTE8	ENST00000370079
P0DTR8	ENSTGET00000028742
P0DTU9	ENSMOCT00000023603
P0DTV1	ENSNGAT00000025518
P0DUB6	ENST00000370083
P0DV84	ENSCAFT00805015096
P0DW16	ENSSSCT00070016754
P0DX21	ENSRNOT00000013623
P10070	ENST00000452319
P10071	ENST00000395925
P10073	ENST00000329665
P10074	ENST00000377674
P10082	ENST00000360085
P10085	ENSMUST00000072514
P10092	ENST00000324229
P10096	ENSBTAT00000037753
P10103	ENSBTAT00000024094
P10107	ENSMUST00000025561
P10109	ENST00000260270
P10114	ENST00000245304
P10124	ENST00000242465
P10126	ENSMUST00000042235
P10144	ENST00000216341
P10145	ENST00000307407
P10146	ENSMUST00000108189
P10147	ENST00000613396
P10148	ENSMUST00000000193
P10153	ENST00000304625
P10155	ENST00000367441
P10158	ENSRNOT00055036436
P10168	ENSMUST00000194279
P10173	ENSSSCT00000030683
P10176	ENST00000314133
P10242	ENST00000367814
P10243	ENST00000522677
P10244	ENST00000217026
P10247	ENSRNOT00000169076
P10252	ENSRNOT00000156460
P10253	ENST00000302262
P10275	ENST00000374690
P10276	ENST00000254066
P10279	ENSBTAT00000080493
P10284	ENSMUST00000049241
P10287	ENSMUST00000080797
P10288	ENSGALT00010013463
P10300	ENSMUST00000065248
P10301	ENST00000246792
P10321	ENST00000376228
P10323	ENST00000216139
P10354	ENSRNOT00065023396
P10361	ENSRNOT00000085115
P10398	ENST00000377045
P10412	ENST00000304218
P10415	ENST00000333681
P10417	ENSMUST00000112751
P10451	ENST00000395080
P10493	ENSMUST00000005532
P10499	ENSRNOT00000101523
P10515	ENST00000280346
P10518	ENSMUST00000030090
P10522	ENSBTAT00000048021
P10523	ENST00000409110
P10586	ENST00000359947
P10588	ENST00000291442
P10589	ENST00000327111
P10599	ENST00000374517
P10600	ENST00000238682
P10605	ENSMUST00000006235
P10606	ENST00000258424
P10612	ENSSSCT00000027131
P10619	ENST00000191018
P10620	ENST00000010404
P10628	ENSMUST00000047904
P10632	ENST00000371270
P10634	ENSRNOT00000012413
P10635	ENST00000645361
P10636	ENST00000571987
P10639	ENSMUST00000030051
P10643	ENST00000313164
P10644	ENST00000358598
P10645	ENST00000216492
P10646	ENST00000233156
P10648	ENSMUST00000034902
P10649	ENSMUST00000004140
P10668	ENSSSCT00000043957
P10669	ENSSSCT00015046401
P10683	ENSRNOT00055035808
P10687	ENSRNOT00000006389
P10696	ENST00000295453
P10711	ENSMUST00000081551
P10719	ENSRNOT00065021804
P10720	ENST00000226524
P10721	ENST00000288135
P10745	ENST00000584701
P10746	ENST00000368786
P10747	ENST00000324106
P10749	ENSMUST00000028881
P10754	ENSMUST00000115516
P10758	ENSRNOT00000057869
P10759	ENSRNOT00060053124
P10760	ENSRNOT00000024310
P10761	ENSMUST00000005073
P10767	ENST00000228837
P10768	ENST00000378720
P10809	ENST00000345042
P10810	ENSMUST00000061829
P10814	ENSSSAT00070061544
P10820	ENSMUST00000035419
P10824	ENSRNOT00000091004
P10826	ENST00000383772
P10827	ENST00000264637
P10828	ENST00000356447
P10833	ENSMUST00000044111
P10852	ENSMUST00000010239
P10853	ENSMUST00000091709
P10854	ENSMUST00000224651
P10855	ENSMUST00000001008
P10856	ENSMUST00000027374
P10860	ENSRNOT00000137721
P10889	ENSMUST00000075433
P10894	ENSBTAT00000078977
P10909	ENST00000316403
P10911	ENST00000370576
P10912	ENST00000230882
P10914	ENST00000245414
P10916	ENST00000228841
P10922	ENSMUST00000180086
P10923	ENSMUST00000031243
P10949	ENSBTAT00000009611
P10966	ENST00000390655
P10980	ENSRNOT00000075341
P10997	ENST00000240652
P11021	ENST00000324460
P11023	ENSBTAT00000036462
P11024	ENSBTAT00000015769
P11030	ENSRNOT00000117885
P11031	ENSMUST00000022816
P11032	ENSMUST00000023897
P11047	ENST00000258341
P11049	ENST00000323906
P11052	ENSBTAT00000002054
P11055	ENST00000583535
P11086	ENST00000269582
P11087	ENSMUST00000001547
P11117	ENST00000256997
P11137	ENST00000360351
P11142	ENST00000227378
P11150	ENST00000299022
P11151	ENSBTAT00000017086
P11152	ENSMUST00000015712
P11157	ENSMUST00000020980
P11161	ENST00000242480
P11166	ENST00000426263
P11167	ENSRNOT00000064452
P11168	ENST00000314251
P11169	ENST00000075120
P11171	ENST00000343067
P11172	ENST00000232607
P11177	ENST00000302746
P11180	ENSBTAT00000014176
P11181	ENSBTAT00000008292
P11182	ENST00000370132
P11214	ENSMUST00000033941
P11215	ENST00000544665
P11216	ENST00000216962
P11217	ENST00000164139
P11226	ENST00000373968
P11229	ENST00000306960
P11230	ENST00000306071
P11232	ENSRNOT00055030463
P11233	ENST00000005257
P11234	ENST00000272519
P11245	ENST00000286479
P11247	ENSMUST00000020779
P11274	ENST00000305877
P11277	ENST00000389720
P11279	ENST00000332556
P11308	ENST00000288319
P11309	ENST00000373509
P11310	ENST00000370841
P11344	ENSMUST00000004770
P11345	ENSRNOT00000013831
P11352	ENSMUST00000082429
P11362	ENST00000447712
P11378	ENSMUST00000051297
P11384	ENSRNOT00000024094
P11387	ENST00000361337
P11388	ENST00000423485
P11403	ENSMUST00000060336
P11404	ENSMUST00000070532
P11413	ENST00000393562
P11415	ENSCPOT00000006587
P11416	ENSMUST00000068133
P11438	ENSMUST00000033824
P11440	ENSMUST00000020099
P11441	ENST00000369660
P11456	ENSBTAT00000024233
P11464	ENST00000436291
P11473	ENST00000395324
P11474	ENST00000000442
P11483	ENSSSCT00005039521
P11487	ENST00000334134
P11488	ENST00000232461
P11498	ENST00000393955
P11499	ENSMUST00000024739
P11506	ENSRNOT00000043476
P11507	ENSRNOT00000024347
P11509	ENST00000301141
P11511	ENST00000396402
P11517	ENSRNOT00055051796
P11530	ENSRNOT00000035692
P11532	ENST00000357033
P11586	ENST00000651537
P11588	ENSMUST00000117932
P11590	ENSMUST00000075973
P11597	ENST00000200676
P11598	ENSRNOT00055004360
P11602	ENSGALT00010033474
P11607	ENSSSCT00000045994
P11613	ENSCAFT00000019378
P11617	ENSCAFT00000021939
P11654	ENSRNOT00000008888
P11672	ENSMUST00000050785
P11678	ENST00000225371
P11679	ENSMUST00000023952
P11684	ENST00000278282
P11686	ENST00000318561
P11688	ENSMUST00000023128
P11708	ENSSSCT00000084364
P11711	ENSRNOT00000028237
P11712	ENST00000260682
P11714	ENSMUST00000089129
P11715	ENSRNOT00060051262
P11717	ENST00000356956
P11725	ENSMUST00000049910
P11730	ENSRNOT00000107544
P11762	ENSRNOT00000013538
P11766	ENST00000296412
P11798	ENSMUST00000102888
P11801	ENST00000291041
P11802	ENST00000257904
P11831	ENST00000265354
P11836	ENST00000345732
P11845	ENSOCUT00000014121
P11862	ENSMUST00000051912
P11881	ENSMUST00000032192
P11908	ENST00000380668
P11911	ENSMUST00000003469
P11912	ENST00000221972
P11926	ENST00000234111
P11928	ENSMUST00000080322
P11930	ENSMUST00000040962
P11939	ENSGALT00010014790
P11940	ENST00000318607
P11941	ENSOMYT00000007960
P11942	ENSMUST00000002101
P11983	ENSMUST00000151287
P11985	ENSMUST00000097399
P12003	ENSGALT00010054688
P12004	ENST00000379143
P12007	ENSRNOT00055004286
P12018	ENST00000403807
P12023	ENSMUST00000227723
P12025	ENSMUST00000028672
P12026	ENSSSCT00000100960
P12032	ENSMUST00000009530
P12034	ENST00000312465
P12035	ENST00000417996
P12036	ENST00000310624
P12074	ENST00000229379
P12081	ENST00000504156
P12104	ENST00000274024
P12107	ENST00000370096
P12109	ENST00000361866
P12110	ENST00000300527
P12111	ENST00000295550
P12115	ENSCCRT00010095265
P12234	ENSBTAT00000017131
P12235	ENST00000281456
P12236	ENST00000381401
P12242	ENSMUST00000034146
P12246	ENSMUST00000027824
P12259	ENST00000367797
P12265	ENSMUST00000026613
