AC	ENSEMBL
P55786	ENST00000322157
P55786	ENST00000677120
P55789	ENST00000248114
P55789	ENST00000709288
P55795	ENST00000316594
P55809	ENST00000196371
P55821	ENSMUST00000029002
P55849	ENSMUST00000224432
P55850	ENSMUST00000225110
P55851	ENST00000310473
P55851	ENST00000663595
P55854	ENST00000332859
P55884	ENST00000360876
P55884	ENST00000397011
P55895	ENST00000311485
P55895	ENST00000527033
P55895	ENST00000529083
P55895	ENST00000532616
P55899	ENST00000221466
P55899	ENST00000426395
P55916	ENST00000314032
P55926	ENSRNOT00055050447
P55926	ENSRNOT00060010923
P55926	ENSRNOT00065039196
P55944	ENSSSCT00000027420
P55944	ENSSSCT00045056893
P55944	ENSSSCT00060099559
P55957	ENST00000551952
P55957	ENST00000622694
P56134	ENST00000292475
P56159	ENST00000355422
P56159	ENST00000369234
P56177	ENST00000361725
P56177	ENST00000709712
P56178	ENST00000648378
P56180	ENST00000618007
P56181	ENST00000340344
P56182	ENST00000497547
P56192	ENST00000262027
P56198	ENSMUST00000032416
P56198	ENSMUST00000113089
P56199	ENST00000282588
P56202	ENST00000307886
P56211	ENST00000249822
P56211	ENST00000566423
P56211	ENST00000567669
P56211	ENST00000569281
P56212	ENSMUST00000007800
P56212	ENSMUST00000164467
P56212	ENSMUST00000168166
P56212	ENSMUST00000170308
P56213	ENSMUST00000046839
P56213	ENSMUST00000234197
P56213	ENSMUST00000234520
P56224	ENSDART00000113914
P56261	ENSRNOT00000019155
P56261	ENSRNOT00055020562
P56261	ENSRNOT00060044559
P56261	ENSRNOT00065053981
P56270	ENST00000322945
P56279	ENST00000402399
P56279	ENST00000554012
P56279	ENST00000555202
P56279	ENST00000556450
P56280	ENSMUST00000041316
P56282	ENST00000216367
P56371	ENSMUST00000117702
P56371	ENSMUST00000118535
P56373	ENST00000263314
P56377	ENST00000329235
P56378	ENST00000286953
P56378	ENST00000554880
P56378	ENST00000557040
P56381	ENST00000243997
P56381	ENST00000395659
P56381	ENST00000395663
P56383	ENSMUST00000075630
P56383	ENSMUST00000185641
P56384	ENSMUST00000018914
P56384	ENSMUST00000111996
P56385	ENST00000304312
P56388	ENSMUST00000022150
P56389	ENSMUST00000030535
P56390	ENSMUST00000075853
P56392	ENSMUST00000098594
P56393	ENSMUST00000033582
P56394	ENSMUST00000050273
P56394	ENSMUST00000120495
P56394	ENSMUST00000249256
P56395	ENSMUST00000160180
P56399	ENSMUST00000047510
P56402	ENSMUST00000023752
P56404	ENSMUST00000098056
P56423	ENSMFAT00000012781
P56439	ENSGGOT00000058542
P56440	ENSPTRT00000027757
P56450	ENSMUST00000057942
P56470	ENST00000307751
P56470	ENST00000634573
P56473	ENSMUST00000005849
P56473	ENSMUST00000194091
P56475	ENSMUST00000029947
P56476	ENSMUST00000108162
P56477	ENSMUST00000004392
P56477	ENSMUST00000163511
P56480	ENSMUST00000026459
P56481	ENSMUST00000033189
P56484	ENSMUST00000048777
P56485	ENSMUST00000065587
P56495	ENSOART00000003128
P56495	ENSOART00260019299
P56498	ENSFCAT00000015579
P56498	ENSFCTT00005049876
P56499	ENSRNOT00000024005
P56499	ENSRNOT00055047832
P56499	ENSRNOT00060004694
P56499	ENSRNOT00065041367
P56500	ENSRNOT00065041580
P56501	ENSMUST00000032958
P56501	ENSMUST00000107059
P56517	ENSGALT00010042088
P56524	ENST00000345617
P56528	ENSMUST00000030964
P56536	ENSRNOT00000006341
P56536	ENSRNOT00055002526
P56536	ENSRNOT00060055438
P56536	ENSRNOT00065013194
P56537	ENST00000374436
P56537	ENST00000374450
P56537	ENST00000675032
P56539	ENST00000343849
P56539	ENST00000397368
P56542	ENSMUST00000003910
P56545	ENST00000337195
P56545	ENST00000411419
P56545	ENST00000494626
P56545	ENST00000531469
P56546	ENSMUST00000033269
P56556	ENST00000498737
P56556	ENST00000605916
P56556	ENST00000628740
P56556	ENST00000630201
P56556	ENST00000630971
P56557	ENST00000420455
P56557	ENST00000542230
P56557	ENST00000571778
P56557	ENST00000573374
P56559	ENST00000390645
P56563	ENSMUST00000004732
P56564	ENSMUST00000005493
P56574	ENSRNOT00000019059
P56574	ENSRNOT00055014131
P56574	ENSRNOT00060007158
P56574	ENSRNOT00065052524
P56581	ENSMUST00000151390
P56589	ENST00000367591
P56593	ENSMUST00000075552
P56597	ENST00000265191
P56603	ENSRNOT00000084044
P56603	ENSRNOT00055006356
P56603	ENSRNOT00060051958
P56603	ENSRNOT00065040557
P56627	ENSRNOT00000087980
P56645	ENST00000361923
P56654	ENSMUST00000049178
P56655	ENSMUST00000035488
P56656	ENSMUST00000025968
P56657	ENSMUST00000160476
P56677	ENSMUST00000034478
P56693	ENST00000360880
P56693	ENST00000396884
P56695	ENSMUST00000043964
P56696	ENST00000347132
P56703	ENST00000225512
P56703	ENST00000611547
P56703	ENST00000616347
P56704	ENST00000284523
P56705	ENST00000290167
P56706	ENST00000339464
P56715	ENST00000220676
P56716	ENSMUST00000027032
P56718	ENSRNOT00000018674
P56718	ENSRNOT00055041068
P56718	ENSRNOT00060045418
P56718	ENSRNOT00065044289
P56719	ENSRNOT00000015824
P56719	ENSRNOT00055012613
P56719	ENSRNOT00060032616
P56719	ENSRNOT00065028759
P56720	ENSRNOT00000047053
P56722	ENSBTAT00000018336
P56722	ENSBTAT00085013349
P56726	ENSMUST00000001812
P56730	ENST00000296498
P56732	ENSGALT00010030830
P56745	ENSRNOT00000002640
P56745	ENSRNOT00055007277
P56745	ENSRNOT00060022222
P56746	ENST00000308344
P56746	ENST00000401528
P56747	ENST00000328796
P56747	ENST00000396925
P56748	ENST00000399899
P56750	ENST00000286808
P56817	ENST00000313005
P56818	ENSMUST00000034591
P56819	ENSRNOT00000022796
P56819	ENSRNOT00055034589
P56819	ENSRNOT00060023572
P56819	ENSRNOT00065047536
P56851	ENST00000326783
P56856	ENST00000183605
P56857	ENSMUST00000035048
P56880	ENST00000367165
P56915	ENST00000238558
P56931	ENSMUST00000061721
P56937	ENST00000254521
P56942	ENSMUST00000048621
P56945	ENST00000162330
P56959	ENSMUST00000106251
P56960	ENSMUST00000017408
P56962	ENST00000259400
P56962	ENST00000525640
P56962	ENST00000534052
P56966	ENSBTAT00000143621
P56966	ENSBTAT00085056627
P56966	ENSBTAT00090038623
P56971	ENSTGUT00000031468
P56971	ENSTGUT00000036566
P56971	ENSTGUT00000037149
P56975	ENST00000404547
P57052	ENST00000400577
P57053	ENST00000599962
P57054	ENST00000464265
P57055	ENST00000329553
P57057	ENST00000352133
P57057	ENST00000398341
P57059	ENST00000270162
P57071	ENST00000398548
P57071	ENST00000447016
P57073	ENST00000293894
P57075	ENST00000319294
P57076	ENST00000290155
P57078	ENST00000352483
P57081	ENST00000330317
P57081	ENST00000398208
P57082	ENST00000240335
P57086	ENST00000305978
P57086	ENST00000373991
P57086	ENST00000615116
P57087	ENST00000480456
P57088	ENST00000504986
P57088	ENST00000513702
P57093	ENSRNOT00000024362
P57093	ENSRNOT00055030387
P57093	ENSRNOT00060016033
P57093	ENSRNOT00065012182
P57095	ENSDART00000162413
P57095	ENSDART00000176127
P57097	ENSRNOT00000097978
P57097	ENSRNOT00055009610
P57097	ENSRNOT00060027596
P57097	ENSRNOT00065023398
P57103	ENST00000381269
P57105	ENST00000256366
P57678	ENST00000319004
P57679	ENST00000264956
P57680	ENSMUST00000031005
P57682	ENST00000261438
P57695	ENSBTAT00000019143
P57709	ENSBTAT00000114603
P57709	ENSBTAT00085064371
P57709	ENSBTAT00090072892
P57709	ENSBTAT00090072895
P57716	ENSMUST00000003550
P57721	ENST00000400314
P57721	ENST00000681687
P57725	ENSMUST00000114239
P57727	ENST00000433957
P57729	ENST00000243662
P57730	ENST00000530950
P57735	ENST00000361084
P57737	ENST00000251166
P57737	ENST00000614702
P57738	ENST00000273590
P57739	ENST00000336803
P57739	ENST00000540876
P57739	ENST00000541806
P57740	ENST00000229179
P57748	ENSMUST00000034487
P57756	ENSRNOT00000012494
P57756	ENSRNOT00055010239
P57756	ENSRNOT00060048461
P57756	ENSRNOT00065035530
P57757	ENSMUST00000006103
P57757	ENSMUST00000108476
P57760	ENSRNOT00000026194
P57760	ENSRNOT00055017648
P57760	ENSRNOT00060012976
P57760	ENSRNOT00065014178
P57761	ENSCGRT00000006564
P57761	ENSCGRT00001031625
P57761	ENSCGRT00015066310
P57764	ENST00000262580
P57764	ENST00000526406
P57764	ENST00000615119
P57764	ENST00000631751
P57768	ENST00000345957
P57768	ENST00000396330
P57769	ENSRNOT00000096600
P57769	ENSRNOT00055002800
P57769	ENSRNOT00060002966
P57769	ENSRNOT00065021820
P57771	ENST00000367556
P57771	ENST00000367557
P57771	ENST00000483095
P57771	ENST00000515211
P57772	ENST00000254730
P57772	ENST00000644579
P57774	ENSMUST00000031843
P57780	ENSMUST00000068045
P57787	ENSMUST00000070653
P57787	ENSMUST00000100130
P57787	ENSMUST00000168579
P57789	ENST00000340700
P57791	ENSMUST00000025823
P57796	ENST00000325656
P57797	ENSCGRT00001016677
P57797	ENSCGRT00015005601
P58004	ENST00000253063
P58004	ENST00000645231
P58005	ENST00000536441
P58006	ENSMUST00000041438
P58012	ENST00000648323
P58019	ENSMUST00000090429
P58019	ENSMUST00000111130
P58019	ENSMUST00000129749
P58022	ENSMUST00000022660
P58022	ENSMUST00000100420
P58043	ENSMUST00000030724
P58044	ENSMUST00000240539
P58107	ENST00000615648
P58126	ENSBTAT00000027546
P58126	ENSBTAT00085027193
P58126	ENSBTAT00090036229
P58137	ENSMUST00000103094
P58158	ENSMUST00000096243
P58200	ENSRNOT00000090407
P58200	ENSRNOT00055032574
P58200	ENSRNOT00060049861
P58200	ENSRNOT00065030499
P58215	ENST00000264094
P58242	ENSMUST00000030709
P58252	ENSMUST00000047864
P58269	ENSMUST00000178756
P58281	ENSMUST00000160597
P58283	ENSMUST00000053498
P58295	ENSRNOT00000041950
P58295	ENSRNOT00055004546
P58295	ENSRNOT00060002212
P58295	ENSRNOT00065014491
P58304	ENST00000261980
P58308	ENSMUST00000063140
P58334	ENSMUST00000038558
P58335	ENST00000307333
P58340	ENST00000355893
P58353	ENSBTAT00000009606
P58353	ENSBTAT00000048616
P58353	ENSBTAT00085001321
P58353	ENSBTAT00090062537
P58354	ENSBTAT00085082326
P58354	ENSBTAT00090068950
P58355	ENSMUST00000117100
P58389	ENSMUST00000042055
P58391	ENSMUST00000000811
P58397	ENST00000504830
P58400	ENST00000401710
P58404	ENSMUST00000019220
P58405	ENSRNOT00000077578
P58406	ENSMUST00000056480
P58418	ENST00000327047
P58428	ENSRNOT00000061871
P58428	ENSRNOT00055036737
P58428	ENSRNOT00060023460
P58459	ENSMUST00000087623
P58462	ENSMUST00000074346
P58462	ENSMUST00000113322
P58463	ENSMUST00000031545
P58463	ENSMUST00000115477
P58466	ENSMUST00000027367
P58467	ENSMUST00000023669
P58467	ENSMUST00000233931
P58499	ENST00000357985
P58501	ENSMUST00000118522
P58546	ENST00000393085
P58660	ENSMUST00000170584
P58681	ENSMUST00000060719
P58681	ENSMUST00000112161
P58681	ENSMUST00000112164
P58682	ENSMUST00000049023
P58682	ENSMUST00000112170
P58686	ENSMUST00000048792
P58735	ENSMUST00000051757
P58735	ENSMUST00000163328
P58742	ENSMUST00000041208
P58743	ENST00000306312
P58750	ENSMUST00000042818
P58753	ENST00000392679
P58753	ENST00000392680
P58753	ENST00000479770
P58753	ENST00000700488
P58753	ENST00000700489
P58753	ENST00000700490
P58771	ENSMUST00000113685
P58774	ENSMUST00000107913
P58775	ENSRNOT00000022801
P58775	ENSRNOT00055028840
P58775	ENSRNOT00060006551
P58775	ENSRNOT00065015969
P58801	ENSMUST00000037035
P58821	ENSRNOT00000089729
P58821	ENSRNOT00055047666
P58821	ENSRNOT00060043605
P58821	ENSRNOT00065029868
P58874	ENSBTAT00000018286
P58874	ENSBTAT00085031021
P58874	ENSBTAT00090039202
P58876	ENST00000289316
P58876	ENST00000377777
P59015	ENSDART00000103352
P59016	ENSMUST00000032749
P59017	ENSMUST00000009256
P59044	ENST00000312165
P59046	ENST00000324134
P59047	ENST00000390649
P59054	ENSMUST00000035101
P59054	ENSMUST00000214058
P59054	ENSMUST00000215916
P59055	ENSMUST00000053910
P59055	ENSMUST00000122912
P59103	ENST00000375936
P59103	ENST00000618629
P59108	ENSMUST00000048653
P59110	ENSMUST00000044189
P59113	ENSMUST00000038280
P59114	ENSMUST00000041643
P59158	ENSMUST00000034218
P59178	ENSMUST00000023029
P59190	ENST00000533601
P59215	ENSRNOT00000026373
P59215	ENSRNOT00055036870
P59215	ENSRNOT00060026724
P59215	ENSRNOT00065005977
P59240	ENSMUST00000056567
P59240	ENSMUST00000081393
P59266	ENSMUST00000109418
P59267	ENSMUST00000049389
P59267	ENSMUST00000128166
P59268	ENSMUST00000037960
P59268	ENSMUST00000088935
P59270	ENSMUST00000063663
P59279	ENSMUST00000022765
P59279	ENSMUST00000167116
P59326	ENSMUST00000037299
P59384	ENSMUST00000065112
P59438	ENSMUST00000014562
P59438	ENSMUST00000107654
P59509	ENSMUST00000052907
P59511	ENSMUST00000035342
P59542	ENST00000390673
P59542	ENST00000573562
P59598	ENSMUST00000109790
P59644	ENSMUST00000044507
P59648	ENSMUST00000073892
P59649	ENSRNOT00000028603
P59665	ENST00000382689
P59665	ENST00000382692
P59665	ENST00000644528
P59665	ENST00000645146
P59666	ENST00000327857
P59672	ENSMUST00000114842
P59723	ENSDART00000042049
P59750	ENSPANT00000019023
P59764	ENSMUST00000037488
P59768	ENST00000335281
P59768	ENST00000554736
P59768	ENST00000555472
P59768	ENST00000556752
P59768	ENST00000556766
P59768	ENST00000615906
P59773	ENST00000564719
P59780	ENST00000336418
P59798	ENSRNOT00055035208
P59798	ENSRNOT00060023224
P59798	ENSRNOT00065025395
P59817	ENST00000302097
P59817	ENST00000620282
P59827	ENST00000375483
P59895	ENSRNOT00000116855
P59895	ENSRNOT00055015735
P59895	ENSRNOT00060047945
P59895	ENSRNOT00065047295
P59901	ENST00000291759
P59902	ENSCPOT00000015697
P59910	ENST00000339764
P59923	ENST00000396077
P59923	ENST00000425708
P59941	ENSMUST00000042923
P59942	ENST00000376191
P59942	ENST00000383512
P59942	ENST00000421209
P59942	ENST00000422733
P59942	ENST00000424816
P59942	ENST00000430073
P59942	ENST00000443405
P59942	ENST00000452195
P59990	ENST00000391617
P59991	ENST00000360770
P59995	ENSOCUT00000004147
P59996	ENSRNOT00000008535
P59996	ENSRNOT00055055053
P59996	ENSRNOT00060034363
P59996	ENSRNOT00065038186
P59998	ENST00000397261
P60002	ENST00000252445
P60002	ENST00000586120
P60002	ENST00000587806
P60002	ENST00000590700
P60002	ENST00000591674
P60006	ENST00000227618
P60006	ENST00000535234
P60006	ENST00000535503
P60006	ENST00000538393
P60006	ENST00000538919
P60006	ENST00000542531
P60006	ENST00000545944
P60014	ENST00000380095
P60020	ENSPTRT00000033962
P60022	ENST00000297439
P60022	ENST00000642865
P60024	ENSPTRT00000061973
P60029	ENSPTRT00000040384
P60033	ENST00000263645
P60041	ENSMUST00000004480
P60042	ENSRNOT00000002519
P60042	ENSRNOT00055007282
P60042	ENSRNOT00060022371
P60042	ENSRNOT00065005000
P60051	ENSPTRT00000009757
P60052	ENSPTRT00000025826
P60058	ENSCAFT00000104631
P60058	ENSCAFT00030012384
P60058	ENSCAFT00040013857
P60058	ENSCAFT00805015971
P60058	ENSCAFT00845020063
P60059	ENST00000352861
P60059	ENST00000395535
P60059	ENST00000415949
P60059	ENST00000450622
P60122	ENSMUST00000032165
P60123	ENSRNOT00000090875
P60123	ENSRNOT00055019961
P60123	ENSRNOT00060045782
P60123	ENSRNOT00065025781
P60174	ENST00000396705
P60201	ENST00000612423
P60201	ENST00000621218
P60202	ENSMUST00000033800
P60203	ENSRNOT00000126862
P60203	ENSRNOT00055043728
P60203	ENSRNOT00060030251
P60203	ENSRNOT00065045449
P60228	ENST00000220849
P60229	ENSMUST00000022960
P60321	ENST00000341294
P60322	ENSMUST00000063563
P60323	ENST00000397555
P60323	ENST00000672749
P60324	ENSMUST00000070102
P60328	ENST00000397907
P60329	ENST00000391618
P60330	ENSMUST00000064924
P60330	ENSMUST00000229050
P60334	ENSMUST00000035804
P60335	ENSMUST00000053015
P60370	ENST00000400372
P60371	ENST00000400368
P60372	ENST00000400374
P60409	ENST00000609664
P60410	ENST00000334662
P60412	ENST00000334670
P60467	ENSCAFT00000003996
P60467	ENSCAFT00030035555
P60467	ENSCAFT00040037323
P60467	ENSCAFT00805042677
P60467	ENSCAFT00845013672
P60468	ENST00000223641
P60469	ENSMUST00000003961
P60469	ENSMUST00000211067
P60483	ENSCAFT00030039048
P60483	ENSCAFT00040044339
P60483	ENSCAFT00845052143
P60484	ENST00000371953
P60484	ENST00000644628
P60484	ENST00000688308
P60484	ENST00000710385
P60487	ENSMUST00000089378
P60508	ENST00000472091
P60510	ENST00000279387
P60510	ENST00000561610
P60517	ENSRNOT00055054525
P60517	ENSRNOT00060054946
P60517	ENSRNOT00065047619
P60520	ENST00000037243
P60521	ENSMUST00000034428
P60568	ENST00000226730
P60570	ENSRNOT00000013577
P60570	ENSRNOT00055011550
P60570	ENSRNOT00060009767
P60571	ENSRNOT00055019951
P60571	ENSRNOT00060039498
P60571	ENSRNOT00065027809
P60588	ENSSSCT00000042472
P60588	ENSSSCT00015023278
P60588	ENSSSCT00025074606
P60588	ENSSSCT00030099155
P60588	ENSSSCT00035100779
P60588	ENSSSCT00040054392
P60588	ENSSSCT00045012611
P60588	ENSSSCT00050082531
P60588	ENSSSCT00055031058
P60588	ENSSSCT00060055689
P60588	ENSSSCT00065034385
P60588	ENSSSCT00070003725
P60588	ENSSSCT00085001714
P60602	ENST00000336695
P60602	ENST00000374077
P60602	ENST00000374078
P60602	ENST00000397416
P60604	ENST00000345496
P60605	ENSMUST00000174510
P60660	ENST00000548293
P60660	ENST00000550697
P60670	ENSMUST00000044271
P60709	ENST00000493945
P60709	ENST00000642480
P60709	ENST00000646664
P60709	ENST00000674681
P60709	ENST00000675515
P60710	ENSMUST00000100497
P60711	ENSRNOT00055019819
P60711	ENSRNOT00060035203
P60711	ENSRNOT00065000244
P60755	ENSMUST00000223141
P60756	ENSRNOT00000000767
P60756	ENSRNOT00055015812
P60756	ENSRNOT00060011618
P60756	ENSRNOT00065011685
P60761	ENSMUST00000065668
P60762	ENSMUST00000085248
P60763	ENST00000306897
P60764	ENSMUST00000018156
P60766	ENSMUST00000051477
P60824	ENSMUST00000105365
P60825	ENSRNOT00055056464
P60825	ENSRNOT00060054846
P60825	ENSRNOT00065032676
P60842	ENST00000293831
P60843	ENSMUST00000163666
P60852	ENST00000278853
P60853	ENSMUST00000037049
P60853	ENSMUST00000185176
P60866	ENST00000009589
P60866	ENST00000521262
P60866	ENST00000676461
P60866	ENST00000676918
P60866	ENST00000678039
P60866	ENST00000678683
P60867	ENSMUST00000138502
P60877	ENSMMUT00000015467
P60877	ENSMMUT00000065548
P60877	ENSMMUT00000085469
P60877	ENSMMUT00000085731
P60877	ENSMMUT00000087428
P60877	ENSMMUT00000097476
P60877	ENSMMUT00000100536
P60877	ENSMMUT00000103515
P60878	ENSGALT00010044232
P60879	ENSMUST00000028727
P60880	ENST00000254976
P60880	ENST00000685131
P60880	ENST00000687785
P60880	ENST00000689757
P60880	ENST00000689858
P60880	ENST00000690812
P60880	ENST00000691161
P60880	ENST00000691353
P60880	ENST00000691665
P60880	ENST00000692411
P60880	ENST00000693325
P60881	ENSRNOT00000080581
P60881	ENSRNOT00055039873
P60881	ENSRNOT00060003877
P60881	ENSRNOT00065049794
P60882	ENSMUST00000128119
P60891	ENST00000372435
P60900	ENST00000261479
P60901	ENSRNOT00055023043
P60901	ENSRNOT00060035234
P60901	ENSRNOT00065007447
P60902	ENSBTAT00000144774
P60902	ENSBTAT00085070148
P60902	ENSBTAT00090082571
P60903	ENST00000368809
P60903	ENST00000368811
P60904	ENSMUST00000072334
P60904	ENSMUST00000108796
P60904	ENSMUST00000108797
P60905	ENSRNOT00000102827
P60905	ENSRNOT00055001997
P60905	ENSRNOT00060001968
P60905	ENSRNOT00065023078
P60924	ENSRNOT00000026273
P60952	ENSCAFT00000023350
P60952	ENSCAFT00030003966
P60952	ENSCAFT00040003456
P60952	ENSCAFT00040004651
P60952	ENSCAFT00805001895
P60952	ENSCAFT00845001325
P60953	ENST00000344548
P60953	ENST00000400259
P60953	ENST00000411827
P60953	ENST00000656825
P60953	ENST00000662562
P60953	ENST00000695796
P60953	ENST00000695797
P60953	ENST00000695798
P60953	ENST00000695799
P60953	ENST00000695800
P60953	ENST00000695802
P60981	ENST00000246069
P61006	ENST00000300935
P61007	ENSCAFT00000025007
P61007	ENSCAFT00030040626
P61007	ENSCAFT00040034659
P61007	ENSCAFT00805056295
P61007	ENSCAFT00845054077
P61009	ENST00000503362
P61010	ENSCAFT00000021158
P61010	ENSCAFT00030011405
P61010	ENSCAFT00030011482
P61010	ENSCAFT00030011562
P61010	ENSCAFT00030011665
P61010	ENSCAFT00030011772
P61010	ENSCAFT00040028476
P61010	ENSCAFT00805006029
P61010	ENSCAFT00845003105
P61011	ENST00000216774
P61011	ENST00000556994
P61011	ENST00000677647
P61011	ENST00000678963
P61012	ENSCAFT00000087967
P61012	ENSCAFT00000094839
P61012	ENSCAFT00030023576
P61012	ENSCAFT00040007630
P61012	ENSCAFT00805022087
P61012	ENSCAFT00805022098
P61012	ENSCAFT00845012486
P61012	ENSCAFT00845012506
P61013	ENSSSCT00000097603
P61013	ENSSSCT00070018353
P61014	ENSMUST00000046221
P61014	ENSMUST00000163319
P61014	ENSMUST00000218468
P61014	ENSMUST00000219491
P61014	ENSMUST00000219921
P61014	ENSMUST00000220197
P61015	ENSOCUT00000013855
P61016	ENSRNOT00000122906
P61016	ENSRNOT00055026323
P61016	ENSRNOT00060013796
P61016	ENSRNOT00065004859
P61017	ENSCAFT00000075701
P61017	ENSCAFT00030003681
P61017	ENSCAFT00040018705
P61017	ENSCAFT00805022620
P61017	ENSCAFT00845005358
P61018	ENST00000357052
P61018	ENST00000594800
P61019	ENST00000262646
P61020	ENST00000360299
P61020	ENST00000553116
P61021	ENSMUST00000000727
P61022	ENSMUST00000014221
P61023	ENSRNOT00000056405
P61023	ENSRNOT00055005196
P61023	ENSRNOT00055039535
P61023	ENSRNOT00060045953
P61023	ENSRNOT00060049915
P61023	ENSRNOT00065006805
P61023	ENSRNOT00065040996
P61024	ENST00000308987
P61026	ENST00000264710
P61027	ENSMUST00000021001
P61028	ENSMUST00000041139
P61072	ENSPTRT00000099018
P61073	ENST00000241393
P61077	ENST00000321805
P61077	ENST00000338145
P61077	ENST00000349311
P61077	ENST00000394801
P61077	ENST00000394803
P61077	ENST00000394804
P61077	ENST00000453744
P61078	ENSRNOT00000066204
P61078	ENSRNOT00055019116
P61078	ENSRNOT00060037241
P61078	ENSRNOT00065043315
P61079	ENSMUST00000106291
P61079	ENSMUST00000166033
P61079	ENSMUST00000196446
P61079	ENSMUST00000197539
P61079	ENSMUST00000197859
P61079	ENSMUST00000199613
P61080	ENSMUST00000020085
P61081	ENST00000253023
P61082	ENSMUST00000005714
P61085	ENSBTAT00000139059
P61085	ENSBTAT00085033729
P61085	ENSBTAT00090006824
P61086	ENST00000261427
P61087	ENSMUST00000142407
P61088	ENST00000318066
P61089	ENSMUST00000099329
P61092	ENSMUST00000045296
P61105	ENSCAFT00000011465
P61105	ENSCAFT00030030591
P61105	ENSCAFT00040031288
P61105	ENSCAFT00805022661
P61105	ENSCAFT00845050528
P61106	ENST00000373840
P61106	ENST00000703999
P61106	ENST00000704000
P61131	ENSRNOT00000013243
P61140	ENSGGOT00000022254
P61144	ENSPPAT00000027770
P61145	ENSPTRT00000110874
P61148	ENSMUST00000040647
P61148	ENSMUST00000115582
P61148	ENSMUST00000236630
P61149	ENSRNOT00055030884
P61149	ENSRNOT00060037146
P61149	ENSRNOT00065021617
P61150	ENSRNOT00000158744
P61150	ENSRNOT00055007377
P61150	ENSRNOT00060042054
P61150	ENSRNOT00065005153
P61158	ENST00000263238
P61160	ENST00000260641
P61161	ENSMUST00000000137
P61163	ENST00000369905
P61165	ENST00000257262
P61165	ENST00000537328
P61166	ENSMUST00000040372
P61168	ENSMUST00000075764
P61169	ENSRNOT00000045944
P61169	ENSRNOT00055047800
P61169	ENSRNOT00060028512
P61169	ENSRNOT00065031576
P61201	ENST00000388901
P61202	ENSMUST00000028635
P61204	ENST00000256682
P61204	ENST00000541959
P61212	ENSRNOT00000174100
P61218	ENST00000442738
P61221	ENST00000296577
P61222	ENSMUST00000080536
P61224	ENST00000250559
P61224	ENST00000341355
P61224	ENST00000393436
P61224	ENST00000537460
P61225	ENST00000323534
P61226	ENSMUST00000049064
P61227	ENSRNOT00000106354
P61227	ENSRNOT00055032591
P61227	ENSRNOT00060009619
P61227	ENSRNOT00065046938
P61244	ENST00000358664
P61247	ENST00000274065
P61247	ENST00000709893
P61252	ENSMFAT00000087397
P61254	ENST00000582556
P61254	ENST00000583011
P61254	ENST00000584164
P61254	ENST00000648839
P61255	ENSMUST00000073471
P61255	ENSMUST00000167436
P61258	ENSMFAT00000005779
P61264	ENSMUST00000106267
P61265	ENSRNOT00000026063
P61265	ENSRNOT00055051517
P61265	ENSRNOT00060041807
P61265	ENSRNOT00065025135
P61266	ENST00000215095
P61268	ENSOART00185071537
P61271	ENSMFAT00000024008
P61278	ENST00000287641
P61285	ENSBTAT00000034274
P61285	ENSBTAT00000137965
P61285	ENSBTAT00085064044
P61285	ENSBTAT00085072053
P61285	ENSBTAT00085081558
P61285	ENSBTAT00090030731
P61285	ENSBTAT00090055201
P61286	ENSBTAT00000064237
P61286	ENSBTAT00085060661
P61286	ENSBTAT00090037319
P61287	ENSBTAT00000057594
P61287	ENSBTAT00085051666
P61287	ENSBTAT00090061084
P61289	ENST00000590720
P61290	ENSMUST00000019470
P61292	ENSSSCT00000051822
P61292	ENSSSCT00025063729
P61292	ENSSSCT00030045151
P61292	ENSSSCT00035079436
P61292	ENSSSCT00040030501
P61292	ENSSSCT00045003527
P61292	ENSSSCT00050060254
P61292	ENSSSCT00055008384
P61292	ENSSSCT00060079832
P61292	ENSSSCT00065017773
P61292	ENSSSCT00070018756
P61292	ENSSSCT00070018771
P61292	ENSSSCT00070018795
P61292	ENSSSCT00085028824
P61294	ENSMUST00000035155
P61295	ENSRNOT00000079552
P61295	ENSRNOT00055020850
P61295	ENSRNOT00060011981
P61295	ENSRNOT00065006452
P61296	ENST00000359562
P61312	ENSRNOT00000171564
P61312	ENSRNOT00055020521
P61312	ENSRNOT00060048738
P61313	ENST00000307839
P61313	ENST00000354811
P61313	ENST00000413699
P61313	ENST00000415719
P61313	ENST00000611050
P61313	ENST00000644185
P61326	ENST00000371470
P61328	ENST00000454309
P61329	ENSMUST00000100024
P61353	ENST00000253788
P61353	ENST00000589037
P61353	ENST00000589913
P61358	ENSMUST00000077856
P61358	ENSMUST00000107249
P61364	ENSMUST00000066852
P61366	ENST00000682035
P61371	ENST00000230658
P61372	ENSMUST00000036060
P61373	ENSMAUT00000012179
P61374	ENSRNOT00000117391
P61375	ENSMUST00000031591
P61406	ENSMUST00000045281
P61421	ENST00000290949
P61457	ENST00000299299
P61458	ENSMUST00000020298
P61459	ENSRNOT00000130263
P61459	ENSRNOT00055015598
P61459	ENSRNOT00055015634
P61459	ENSRNOT00060004600
P61459	ENSRNOT00060004617
P61459	ENSRNOT00065038716
P61459	ENSRNOT00065038852
P61460	ENSMUST00000119705
P61513	ENST00000491306
P61514	ENSMUST00000059980
P61557	ENSPTRT00000067204
P61585	ENSBTAT00000005600
P61585	ENSBTAT00085071837
P61585	ENSBTAT00090067552
P61586	ENST00000418115
P61586	ENST00000445425
